time,P,G(i),H_sun,T2m,WS10m,Int
20230124:0511,0,0,0,0.91,2.28,0
20230124:0611,0,0,0,0.85,2.41,0
20230124:0711,0,0,0,1.53,2.76,0
20230124:0811,3.66,12.86,4,1.37,2.48,0
20230124:0911,25.02,42.27,10.42,1.56,2.9,0
20230124:1011,25.75,43.18,15.18,1.71,3.03,0
20230124:1111,32.47,51.45,17.88,2.07,2.97,0
20230124:1211,29.4,47.78,18.28,2.3,2.83,0
20230124:1311,28.6,46.86,16.33,2.64,2.62,0
20230124:1411,21.94,38.59,12.23,2.8,2.41,0
20230124:1511,8.93,21.13,6.32,2.73,2.14,0
20230124:1611,0,0,0,2.44,1.66,0
20230124:1711,0,0,0,2.19,1.66,0
20230124:1811,0,0,0,1.66,1.66,0
20230124:1911,0,0,0,1.23,1.24,0
20230124:2011,0,0,0,0.93,1.17,0
20230124:2111,0,0,0,0.5,0.97,0
20230124:2211,0,0,0,0.58,0.83,0
20230124:2311,0,0,0,0.22,0.97,0
20230125:0011,0,0,0,0.06,0.69,0
20230125:0111,0,0,0,0.19,0.21,0
20230125:0211,0,0,0,-0.02,0.34,0
20230125:0311,0,0,0,-0.42,0.55,0
20230125:0411,0,0,0,-1.1,0.9,0
20230125:0511,0,0,0,-1.16,0.97,0
20230125:0611,0,0,0,-1.1,1.1,0
20230125:0711,0,0,0,-1.18,1.52,0
20230125:0811,2.15,10.11,4.18,-1.21,1.66,0
20230125:0911,20.91,36.75,10.62,-1.15,1.86,0
20230125:1011,23.81,40.43,15.39,-0.73,2.14,0
20230125:1111,29.01,46.86,18.12,-0.21,2.34,0
20230125:1211,30.45,48.7,18.53,0.37,2.62,0
20230125:1311,25.15,42.27,16.58,0.56,2.9,0
20230125:1411,20.71,36.75,12.48,0.88,3.1,0
20230125:1511,9.65,22.05,6.57,1.2,3.03,0
20230125:1611,0,0,0,1.44,2.41,0
20230125:1711,0,0,0,1.25,2.83,0
20230125:1811,0,0,0,0.95,3.38,0
20230125:1911,0,0,0,-0.21,3.17,0
20230125:2011,0,0,0,-0.35,3.1,0
20230125:2111,0,0,0,-0.34,3.17,0
20230125:2211,0,0,0,-0.27,3.1,0
20230125:2311,0,0,0,-0.18,3.1,0
20230126:0011,0,0,0,-0.21,2.83,0
20230126:0111,0,0,0,-0.22,2.62,0
20230126:0211,0,0,0,-0.14,2.62,0
20230126:0311,0,0,0,-0.04,2.14,0
20230126:0411,0,0,0,0.54,1.31,0
20230126:0511,0,0,0,1.39,0.9,0
20230126:0611,0,0,0,2.61,2.41,0
20230126:0711,0,0,0,3.67,3.31,0
20230126:0811,125.65,160.4,4.37,4.1,3.93,0
20230126:0911,166.27,200.98,10.82,4.86,4.07,0
20230126:1011,495.54,569.43,15.62,5.63,4,0
20230126:1111,484.54,557.49,18.36,6.6,4.55,0
20230126:1211,297.28,345.77,18.78,7.24,5.66,0
20230126:1311,401.86,462.64,16.84,7.32,5.38,0
20230126:1411,102.07,132.01,12.73,7.24,5.17,0
20230126:1511,41.84,63.54,6.81,6.59,4.9,0
20230126:1611,0,0,0,5.8,4.97,0
20230126:1711,0,0,0,5.33,4.97,0
20230126:1811,0,0,0,5.11,4.69,0
20230126:1911,0,0,0,5.18,4.76,0
20230126:2011,0,0,0,4.9,4.41,0
20230126:2111,0,0,0,4.27,3.86,0
20230126:2211,0,0,0,3.83,3.79,0
20230126:2311,0,0,0,3.53,3.86,0
20230127:0011,0,0,0,3.3,3.93,0
20230127:0111,0,0,0,3.2,4.07,0
20230127:0211,0,0,0,2.99,4.48,0
20230127:0311,0,0,0,2.64,4.41,0
20230127:0411,0,0,0,2.43,4.28,0
20230127:0511,0,0,0,2.39,4.21,0
20230127:0611,0,0,0,2.49,4.28,0
20230127:0711,0,0,0,2.8,3.86,0
20230127:0811,40.57,61.91,4.57,2.82,3.72,0
20230127:0911,165.72,199.2,11.04,3.19,3.66,0
20230127:1011,524.18,596.72,15.85,3.62,4.21,0
20230127:1111,65.14,90.05,18.61,4.12,4.48,0
20230127:1211,47.56,69.83,19.04,4.31,4.34,0
20230127:1311,38.96,59.72,17.1,4.56,4.34,0
20230127:1411,16.82,32.16,12.99,4.46,4.21,0
20230127:1511,1.59,9.19,7.07,4.37,3.72,0
20230127:1611,0,0,0,3.98,3.38,0
20230127:1711,0,0,0,3.4,3.24,0
20230127:1811,0,0,0,3.16,3.17,0
20230127:1911,0,0,0,2.97,2.69,0
20230127:2011,0,0,0,2.61,2.34,0
20230127:2111,0,0,0,2.19,2.07,0
20230127:2211,0,0,0,1.54,1.86,0
20230127:2311,0,0,0,1.39,1.66,0
20230128:0011,0,0,0,1.02,1.52,0
20230128:0111,0,0,0,0.42,1.38,0
20230128:0211,0,0,0,0.12,1.24,0
20230128:0311,0,0,0,-0.08,1.1,0
20230128:0411,0,0,0,0.38,0.83,0
20230128:0511,0,0,0,0.76,0.28,0
20230128:0611,0,0,0,0.83,0.41,0
20230128:0711,0,0,0,0.43,0.97,0
20230128:0811,151.57,187.72,4.77,0.32,1.03,0
20230128:0911,382.69,444.71,11.26,1.68,0.48,0
20230128:1011,536.1,631.69,16.09,2.65,0.41,0
20230128:1111,606.15,729.9,18.86,3.45,0.07,0
20230128:1211,653.93,781.74,19.31,3.79,0.9,0
20230128:1311,600.36,712.21,17.37,4.14,0.97,0
20230128:1411,131.58,163.62,13.25,4.25,1.31,0
20230128:1511,55.17,78.64,7.32,4.06,1.31,0
20230128:1611,0,0,0,3.56,1.72,0
20230128:1711,0,0,0,2.95,2.07,0
20230128:1811,0,0,0,2.63,2.34,0
20230128:1911,0,0,0,2.67,2.21,0
20230128:2011,0,0,0,2.41,2.41,0
20230128:2111,0,0,0,2.46,2.55,0
20230128:2211,0,0,0,2.05,2.97,0
20230128:2311,0,0,0,1.97,3.1,0
20230129:0011,0,0,0,1.82,2.97,0
20230129:0111,0,0,0,1.8,3.03,0
20230129:0211,0,0,0,1.85,3.17,0
20230129:0311,0,0,0,1.48,3.24,0
20230129:0411,0,0,0,1.48,3.31,0
20230129:0511,0,0,0,1.42,3.52,0
20230129:0611,0,0,0,1.53,3.66,0
20230129:0711,0,0,0,2.5,3.86,0
20230129:0811,24.4,41.92,4.97,2.6,4.14,0
20230129:0911,10.85,23.89,11.48,3.03,4.28,0
20230129:1011,31.5,50.54,16.33,3.62,4.83,0
20230129:1111,38.99,59.72,19.12,4.48,5.52,0
20230129:1211,12.04,25.73,19.57,4.95,5.72,0
20230129:1311,63.59,88.46,17.64,5.09,5.59,0
20230129:1411,6.98,18.38,13.52,4.92,5.38,0
20230129:1511,3.57,12.86,7.58,4.91,5.86,0
20230129:1611,0,0,0,5.07,5.66,0
20230129:1711,0,0,0,5.18,5.45,0
20230129:1811,0,0,0,5.42,5.38,0
20230129:1911,0,0,0,5.26,5.79,0
20230129:2011,0,0,0,5.48,6.07,0
20230129:2111,0,0,0,6.08,6.14,0
20230129:2211,0,0,0,6.45,6.07,0
20230129:2311,0,0,0,6.62,6.48,0
20230130:0011,0,0,0,6.41,6.76,0
20230130:0111,0,0,0,6.42,7.31,0
20230130:0211,0,0,0,6.68,7.52,0
20230130:0311,0,0,0,7.04,7.72,0
20230130:0411,0,0,0,7.43,8.34,0
20230130:0511,0,0,0,7.09,7.86,0
20230130:0611,0,0,0,6.3,7.59,0
20230130:0711,0,0,0,6.24,7.38,0
20230130:0811,93.9,124.61,5.18,5.99,7.72,0
20230130:0911,76.49,103.09,11.71,6.54,8.48,0
20230130:1011,26.59,45.02,16.58,6.9,9.17,0
20230130:1111,209.04,248.99,19.39,7.88,9.03,0
20230130:1211,83.78,112.39,19.85,7.99,8.97,0
20230130:1311,222.79,263.85,17.91,8.03,8.9,0
20230130:1411,32.34,52.37,13.79,7.93,7.72,0
20230130:1511,14.52,29.4,7.84,7.55,7.1,0
20230130:1611,0,0,0,6.85,6,0
20230130:1711,0,0,0,6.11,5.24,0
20230130:1811,0,0,0,5.99,4.9,0
20230130:1911,0,0,0,5.69,4.97,0
20230130:2011,0,0,0,5.34,4.55,0
20230130:2111,0,0,0,4.92,4.21,0
20230130:2211,0,0,0,4.29,3.79,0
20230130:2311,0,0,0,3.74,3.59,0
20230131:0011,0,0,0,3.45,3.66,0
20230131:0111,0,0,0,3.47,3.86,0
20230131:0211,0,0,0,3.77,4.14,0
20230131:0311,0,0,0,4.12,4.41,0
20230131:0411,0,0,0,4.51,4.9,0
20230131:0511,0,0,0,4.82,5.31,0
20230131:0611,0,0,0,5.22,5.72,0
20230131:0711,0,0,0,5.98,6.21,0
20230131:0811,160.82,200.55,5.4,6.16,6.34,0
20230131:0911,105.33,135.08,11.95,6.31,6.55,0
20230131:1011,11.9,25.73,16.84,7.12,5.86,0
20230131:1111,22.86,40.43,19.66,7.6,6.76,0
20230131:1211,326.5,378.18,20.13,7.95,7.17,0
20230131:1311,100.69,131.32,18.19,8.16,7.45,0
20230131:1411,224.58,267.26,14.06,8.66,6.41,0
20230131:1511,59.59,84.81,8.1,8.51,7.38,0
20230131:1611,0,0,0,8.05,7.72,0
20230131:1711,0,0,0,7.37,6.48,0
20230131:1811,0,0,0,6.74,6.21,0
20230131:1911,0,0,0,6.42,6.28,0
20230131:2011,0,0,0,6.29,6.21,0
20230131:2111,0,0,0,6.03,6,0
20230131:2211,0,0,0,5.82,6,0
20230131:2311,0,0,0,5.77,6.41,0
20230201:0011,0,0,0,5.92,6.83,0
20230201:0111,0,0,0,5.95,7.24,0
20230201:0211,0,0,0,6.04,7.45,0
20230201:0311,0,0,0,6.07,7.86,0
20230201:0411,0,0,0,5.92,8.21,0
20230201:0511,0,0,0,5.86,8.41,0
20230201:0611,0,0,0,5.89,8.21,0
20230201:0711,0,0,0,5.9,7.93,0
20230201:0811,45.15,67.85,5.62,5.86,7.72,0
20230201:0911,29.64,48.7,12.19,6.18,8,0
20230201:1011,23.7,41.35,17.1,6.72,8.21,0
20230201:1111,51.74,75.34,19.93,7.04,9.86,0
20230201:1211,38.48,59.72,20.41,7.45,10.14,0
20230201:1311,71.71,98.49,18.48,7.48,9.52,0
20230201:1411,241.41,283.44,14.34,7.65,9.1,0
20230201:1511,94.63,124.23,8.37,7.63,8.34,0
20230201:1611,0,0,0,7.27,8,0
20230201:1711,0,0,0,6.98,7.45,0
20230201:1811,0,0,0,6.9,7.17,0
20230201:1911,0,0,0,6.84,6.55,0
20230201:2011,0,0,0,6.8,6.28,0
20230201:2111,0,0,0,6.56,6.07,0
20230201:2211,0,0,0,6.54,5.93,0
20230201:2311,0,0,0,6.35,5.86,0
20230202:0011,0,0,0,6.35,5.45,0
20230202:0111,0,0,0,6.46,5.52,0
20230202:0211,0,0,0,6.65,5.52,0
20230202:0311,0,0,0,6.92,5.59,0
20230202:0411,0,0,0,7.1,6.21,0
20230202:0511,0,0,0,7.23,6.69,0
20230202:0611,0,0,0,7.32,6.41,0
20230202:0711,0,0,0,7.46,6.41,0
20230202:0811,50.86,75.08,5.85,7.41,6.34,0
20230202:0911,19.33,35.83,12.44,7.55,6.28,0
20230202:1011,89.72,118.97,17.36,7.82,6.07,0
20230202:1111,42.06,64.32,20.21,8.39,6.34,0
20230202:1211,22.04,39.51,20.7,8.48,5.93,0
20230202:1311,65.66,91.99,18.77,8.25,5.66,0
20230202:1411,26.39,45.02,14.62,8.16,5.52,0
20230202:1511,2,10.11,8.64,8.2,5.45,0
20230202:1611,0,0,0,8.15,5.38,0
20230202:1711,0,0,0,8.19,5.31,0
20230202:1811,0,0,0,8.3,5.17,0
20230202:1911,0,0,0,8.29,5.03,0
20230202:2011,0,0,0,8.18,5.38,0
20230202:2111,0,0,0,8.24,6.07,0
20230202:2211,0,0,0,8.21,6.28,0
20230202:2311,0,0,0,8.15,6.28,0
20230203:0011,0,0,0,8.02,6.48,0
20230203:0111,0,0,0,8.12,6.83,0
20230203:0211,0,0,0,8.35,6.97,0
20230203:0311,0,0,0,8.48,7.24,0
20230203:0411,0,0,0,8.47,7.24,0
20230203:0511,0,0,0,8.38,7.31,0
20230203:0611,0,0,0,8.31,7.59,0
20230203:0711,0,0,0,8.68,7.52,0
20230203:0811,9.25,22.05,6.09,8.91,7.66,0
20230203:0911,32.13,52.37,12.69,9.24,7.66,0
20230203:1011,37.32,58.8,17.63,9.46,7.52,0
20230203:1111,38.78,60.64,20.5,9.68,7.1,0
20230203:1211,23.29,41.35,20.99,9.95,5.72,0
20230203:1311,29.07,48.7,19.06,9.83,5.72,0
20230203:1411,151.96,188.85,14.9,9.73,5.45,0
20230203:1511,46.84,70.13,8.92,9.3,6.07,0
20230203:1611,0,0,0,8.53,5.45,0
20230203:1711,0,0,0,7.95,4.9,0
20230203:1811,0,0,0,7.64,4.83,0
20230203:1911,0,0,0,7.64,4.55,0
20230203:2011,0,0,0,7.74,4.41,0
20230203:2111,0,0,0,7.64,4.07,0
20230203:2211,0,0,0,7.6,3.45,0
20230203:2311,0,0,0,7.12,2.83,0
20230204:0011,0,0,0,6.87,2.69,0
20230204:0111,0,0,0,6.45,2.55,0
20230204:0211,0,0,0,6.33,2.28,0
20230204:0311,0,0,0,5.96,2.07,0
20230204:0411,0,0,0,5.77,1.72,0
20230204:0511,0,0,0,5.46,1.45,0
20230204:0611,0,0,0,4.61,1.24,0
20230204:0711,0,0,0,4.67,1.45,0
20230204:0811,28.6,47.54,6.33,5.14,0.97,0
20230204:0911,309.26,368.11,12.95,6.19,0.21,0
20230204:1011,356.22,424.95,17.91,7.11,0.07,0
20230204:1111,443.59,530.79,20.79,7.86,0.48,0
20230204:1211,461.43,550.71,21.29,8.31,0.97,0
20230204:1311,219.47,266.09,19.35,8.89,1.24,0
20230204:1411,245.62,295.43,15.19,8.94,1.31,0
20230204:1511,232.01,282.49,9.19,8.85,1.24,0
20230204:1611,0,0.92,1.8,8.36,1.17,0
20230204:1711,0,0,0,7.84,1.38,0
20230204:1811,0,0,0,7.34,1.45,0
20230204:1911,0,0,0,7.02,0.9,0
20230204:2011,0,0,0,6.87,1.03,0
20230204:2111,0,0,0,6.79,1.31,0
20230204:2211,0,0,0,6.66,1.59,0
20230204:2311,0,0,0,6.61,1.93,0
20230205:0011,0,0,0,6.39,2.07,0
20230205:0111,0,0,0,6.17,2.48,0
20230205:0211,0,0,0,6.42,2.83,0
20230205:0311,0,0,0,6.34,3.03,0
20230205:0411,0,0,0,6.24,3.72,0
20230205:0511,0,0,0,6.43,4.55,0
20230205:0611,0,0,0,5.81,6.9,0
20230205:0711,0,0,0,5.74,7.03,0
20230205:0811,56.64,81.29,6.58,5.93,7.03,0
20230205:0911,85.78,113.64,13.21,6.54,7.31,0
20230205:1011,468.72,534.49,18.19,7.01,7.59,0
20230205:1111,689.24,792.04,21.09,7.5,7.52,0
20230205:1211,644.21,738.44,21.59,7.97,8.14,0
20230205:1311,504.84,578.89,19.65,8.08,7.24,0
20230205:1411,476.91,548.62,15.48,8,6.41,0
20230205:1511,296.62,349.2,9.47,7.55,5.72,0
20230205:1611,0,2.76,2.07,6.82,5.72,0
20230205:1711,0,0,0,5.91,5.1,0
20230205:1811,0,0,0,5.48,4.76,0
20230205:1911,0,0,0,4.99,4.28,0
20230205:2011,0,0,0,4.62,3.93,0
20230205:2111,0,0,0,4.33,3.52,0
20230205:2211,0,0,0,3.93,2.97,0
20230205:2311,0,0,0,3.43,2.55,0
20230206:0011,0,0,0,3,2.48,0
20230206:0111,0,0,0,2.76,2.34,0
20230206:0211,0,0,0,2.29,2.28,0
20230206:0311,0,0,0,2.08,2.07,0
20230206:0411,0,0,0,1.95,1.93,0
20230206:0511,0,0,0,1.85,1.86,0
20230206:0611,0,0,0,2.19,1.86,0
20230206:0711,0,0,0,1.37,1.59,0
20230206:0811,87.54,115.09,6.83,0.88,1.59,0
20230206:0911,248.32,291.83,13.48,2.79,0.83,0
20230206:1011,267.78,315.71,18.48,4.7,0.9,0
20230206:1111,493,580.67,21.39,5.72,1.24,0
20230206:1211,410.19,480.71,21.9,6.72,1.86,0
20230206:1311,441.02,515.54,19.96,7.23,2.48,0
20230206:1411,514.11,603.93,15.78,7.15,2.34,0
20230206:1511,232.72,279.63,9.75,6.96,2.14,0
20230206:1611,0,2.76,2.34,6.52,1.52,0
20230206:1711,0,0,0,5.62,1.52,0
20230206:1811,0,0,0,4.67,1.31,0
20230206:1911,0,0,0,3.41,1.45,0
20230206:2011,0,0,0,2.38,1.45,0
20230206:2111,0,0,0,1.39,1.79,0
20230206:2211,0,0,0,0.93,2.07,0
20230206:2311,0,0,0,0.69,2.14,0
20230207:0011,0,0,0,0.93,2.21,0
20230207:0111,0,0,0,1.09,2.41,0
20230207:0211,0,0,0,1.01,2.21,0
20230207:0311,0,0,0,0.64,2,0
20230207:0411,0,0,0,-0.12,2.14,0
20230207:0511,0,0,0,-0.75,2.21,0
20230207:0611,0,0,0,-0.85,1.93,0
20230207:0711,0,0,0,-1.03,1.79,0
20230207:0811,153.88,187.41,7.08,-1.13,1.86,0
20230207:0911,451.58,513.71,13.76,-0.38,1.86,0
20230207:1011,599.15,690.97,18.77,0.64,1.72,0
20230207:1111,665.97,781.59,21.69,1.85,1.52,0
20230207:1211,694.89,830.83,22.21,2.9,1.03,0
20230207:1311,639.53,764.36,20.27,3.61,0.76,0
20230207:1411,511.4,599.94,16.07,4.12,1.1,0
20230207:1511,340.05,399.72,10.04,4.11,1.38,0
20230207:1611,0.73,7.35,2.61,3.61,1.31,0
20230207:1711,0,0,0,2.37,1.93,0
20230207:1811,0,0,0,0.98,2.14,0
20230207:1911,0,0,0,0.21,2.21,0
20230207:2011,0,0,0,-0.7,2,0
20230207:2111,0,0,0,-1.46,1.66,0
20230207:2211,0,0,0,-1.7,1.52,0
20230207:2311,0,0,0,-2.4,1.66,0
20230208:0011,0,0,0,-2.92,1.93,0
20230208:0111,0,0,0,-3.1,1.93,0
20230208:0211,0,0,0,-3.01,2.14,0
20230208:0311,0,0,0,-2.92,2.21,0
20230208:0411,0,0,0,-2.89,2.21,0
20230208:0511,0,0,0,-3,2.21,0
20230208:0611,0,0,0,-3.07,2.28,0
20230208:0711,0,0,0,-2.91,2.69,0
20230208:0811,205.93,243.12,7.35,-2.38,2.48,0
20230208:0911,463.14,524.59,14.04,-0.45,2.41,0
20230208:1011,616.59,707.7,19.07,1.52,2.69,0
20230208:1111,670.83,779.15,22,3.09,2.83,0
20230208:1211,693.66,810.58,22.53,4.21,3.03,0
20230208:1311,638.52,744.77,20.58,4.95,2.97,0
20230208:1411,513.07,594.61,16.38,5.23,2.83,0
20230208:1511,325.74,381.83,10.32,4.91,2.48,0
20230208:1611,1.15,8.27,2.88,3.6,2.76,0
20230208:1711,0,0,0,1.9,3.03,0
20230208:1811,0,0,0,0.95,3.03,0
20230208:1911,0,0,0,0.72,3.24,0
20230208:2011,0,0,0,0.36,3.17,0
20230208:2111,0,0,0,0.01,3.1,0
20230208:2211,0,0,0,-0.32,3.31,0
20230208:2311,0,0,0,-0.53,3.38,0
20230209:0011,0,0,0,-0.68,3.59,0
20230209:0111,0,0,0,-0.75,3.72,0
20230209:0211,0,0,0,-0.9,3.93,0
20230209:0311,0,0,0,-1.06,4.07,0
20230209:0411,0,0,0,-1.21,3.93,0
20230209:0511,0,0,0,-1.42,3.79,0
20230209:0611,0,0,0,-1.54,3.59,0
20230209:0711,0,0,0,-0.99,3.72,0
20230209:0811,61.36,84.53,7.61,-0.65,3.72,0
20230209:0911,218.2,253.46,14.32,0.49,3.38,0
20230209:1011,264.04,304.41,19.37,2.08,3.66,0
20230209:1111,431.99,493.54,22.32,3.86,3.79,0
20230209:1211,523.64,602.74,22.85,5.22,3.86,0
20230209:1311,74.8,101.99,20.89,6.44,4.14,0
20230209:1411,28.78,47.78,16.68,6.62,3.72,0
20230209:1511,10,22.97,10.61,6.53,2.83,0
20230209:1611,0,3.68,3.16,6.17,2.48,0
20230209:1711,0,0,0,5.63,2.34,0
20230209:1811,0,0,0,5.1,2.41,0
20230209:1911,0,0,0,4.08,2.62,0
20230209:2011,0,0,0,3.04,2.76,0
20230209:2111,0,0,0,2.44,2.83,0
20230209:2211,0,0,0,2.17,2.97,0
20230209:2311,0,0,0,1.85,3.1,0
20230210:0011,0,0,0,1.75,3.17,0
20230210:0111,0,0,0,1.63,3.17,0
20230210:0211,0,0,0,1.51,3.1,0
20230210:0311,0,0,0,1.41,3.03,0
20230210:0411,0,0,0,1.26,3.1,0
20230210:0511,0,0,0,1.1,3.24,0
20230210:0611,0,0,0,0.99,3.24,0
20230210:0711,0,0,0,1.12,3.31,0
20230210:0811,119.23,150.12,7.89,1.43,3.38,0
20230210:0911,423.9,483.95,14.61,2.65,3.24,0
20230210:1011,585,671.69,19.68,4.14,3.79,0
20230210:1111,640.05,741.24,22.64,5.44,4.07,0
20230210:1211,459.16,528.75,23.17,6.42,4.55,0
20230210:1311,575.65,663.03,21.21,7.09,5.52,0
20230210:1411,104.21,134.83,16.98,7.39,6.28,0
20230210:1511,118.57,150.87,10.9,7.26,5.38,0
20230210:1611,0.71,7.35,3.43,6.63,5.24,0
20230210:1711,0,0,0,5.6,5.1,0
20230210:1811,0,0,0,5.25,5.24,0
20230210:1911,0,0,0,5.69,5.31,0
20230210:2011,0,0,0,5.71,5.17,0
20230210:2111,0,0,0,5.57,5.17,0
20230210:2211,0,0,0,5.52,5.03,0
20230210:2311,0,0,0,5.62,4.83,0
20230211:0011,0,0,0,5.43,4.55,0
20230211:0111,0,0,0,5.48,4.34,0
20230211:0211,0,0,0,5.92,4.21,0
20230211:0311,0,0,0,6.15,4,0
20230211:0411,0,0,0,6.42,3.86,0
20230211:0511,0,0,0,6.64,3.72,0
20230211:0611,0,0,0,6.82,3.72,0
20230211:0711,0,0,0,6.67,3.93,0
20230211:0811,39.79,61.43,8.16,6.96,3.93,0
20230211:0911,42.18,64.32,14.91,7.57,4.07,0
20230211:1011,221.85,265.41,19.99,8.38,4.69,0
20230211:1111,339.52,397.51,22.96,8.91,4.69,0
20230211:1211,301.12,355.28,23.5,9.47,4.76,0
20230211:1311,360.42,422.64,21.53,9.23,4,0
20230211:1411,247.95,295.82,17.29,9.05,3.52,0
20230211:1511,139.01,175.25,11.19,8.96,3.38,0
20230211:1611,2,10.11,3.71,8.35,2.97,0
20230211:1711,0,0,0,7.16,2.76,0
20230211:1811,0,0,0,6.63,2.55,0
20230211:1911,0,0,0,5.92,2.55,0
20230211:2011,0,0,0,5.8,2.48,0
20230211:2111,0,0,0,5.91,2.34,0
20230211:2211,0,0,0,6,2.21,0
20230211:2311,0,0,0,6.18,2,0
20230212:0011,0,0,0,6.17,1.79,0
20230212:0111,0,0,0,6.09,1.66,0
20230212:0211,0,0,0,5.87,1.66,0
20230212:0311,0,0,0,5.86,1.66,0
20230212:0411,0,0,0,5.91,1.52,0
20230212:0511,0,0,0,5.9,1.38,0
20230212:0611,0,0,0,5.85,1.38,0
20230212:0711,0,0,0,5.72,1.17,0
20230212:0811,31.82,51.53,8.45,5.81,0.97,0
20230212:0911,43.77,66.16,15.21,6.61,0.76,0
20230212:1011,31.54,51.45,20.31,7.4,0.62,0
20230212:1111,35.88,56.97,23.29,8.12,0.55,0
20230212:1211,34.28,55.13,23.83,8.75,0.62,0
20230212:1311,29.81,49.62,21.86,9.08,0.76,0
20230212:1411,21.19,38.59,17.6,9.3,0.83,0
20230212:1511,15.69,31.24,11.49,9.23,0.69,0
20230212:1611,0,4.59,3.99,8.89,0.41,0
20230212:1711,0,0,0,8.09,0.48,0
20230212:1811,0,0,0,6.53,0.97,0
20230212:1911,0,0,0,6.18,1.17,0
20230212:2011,0,0,0,5.59,1.52,0
20230212:2111,0,0,0,5.61,1.31,0
20230212:2211,0,0,0,5.49,1.38,0
20230212:2311,0,0,0,5.52,1.45,0
20230213:0011,0,0,0,5.54,1.59,0
20230213:0111,0,0,0,5.49,1.66,0
20230213:0211,0,0,0,5.35,1.66,0
20230213:0311,0,0,0,4.9,1.72,0
20230213:0411,0,0,0,4.85,1.72,0
20230213:0511,0,0,0,4.8,1.79,0
20230213:0611,0,0,0,4.26,2,0
20230213:0711,0,0,0,3.68,2.07,0
20230213:0811,19.66,35.83,8.73,3.93,1.72,0
20230213:0911,44.84,67.07,15.51,5.54,1.72,0
20230213:1011,82.24,111.01,20.63,7.17,1.86,0
20230213:1111,304.36,361.64,23.62,8.54,2,0
20230213:1211,619.17,744.76,24.16,9.74,2.28,0
20230213:1311,621.43,747.52,22.18,10.49,2.55,0
20230213:1411,521.01,621.25,17.92,10.88,2.76,0
20230213:1511,336.47,403.93,11.79,10.87,2.76,0
20230213:1611,13.35,28.68,4.27,10.08,2.28,0
20230213:1711,0,0,0,8.28,2.62,0
20230213:1811,0,0,0,6.96,2.62,0
20230213:1911,0,0,0,6.14,2.55,0
20230213:2011,0,0,0,5.4,2.41,0
20230213:2111,0,0,0,4.74,2.21,0
20230213:2211,0,0,0,4,2.14,0
20230213:2311,0,0,0,3.24,2.07,0
20230214:0011,0,0,0,2.57,2.07,0
20230214:0111,0,0,0,2.08,2.21,0
20230214:0211,0,0,0,1.77,2.28,0
20230214:0311,0,0,0,1.56,2.34,0
20230214:0411,0,0,0,1.43,2.41,0
20230214:0511,0,0,0,1.29,2.41,0
20230214:0611,0,0,0,1.14,2.41,0
20230214:0711,0,0,0,0.88,2.41,0
20230214:0811,224.37,267.24,9.02,1.47,2.14,0
20230214:0911,477.93,554.26,15.82,3.79,2,0
20230214:1011,608.94,719.74,20.95,6.15,2.07,0
20230214:1111,680.54,820.93,23.96,8.1,2,0
20230214:1211,710.93,869.31,24.5,9.58,1.93,0
20230214:1311,646.2,787.11,22.52,10.55,1.86,0
20230214:1411,523.03,630.72,18.23,11,1.72,0
20230214:1511,334.93,404.96,12.08,10.99,1.66,0
20230214:1611,15.01,30.97,4.55,10.29,1.59,0
20230214:1711,0,0,0,8.68,2.14,0
20230214:1811,0,0,0,6.79,2.28,0
20230214:1911,0,0,0,5.46,1.86,0
20230214:2011,0,0,0,4.12,1.86,0
20230214:2111,0,0,0,3.07,1.86,0
20230214:2211,0,0,0,2.26,1.72,0
20230214:2311,0,0,0,1.5,1.86,0
20230215:0011,0,0,0,0.76,2,0
20230215:0111,0,0,0,0.35,2.14,0
20230215:0211,0,0,0,0.15,2.21,0
20230215:0311,0,0,0,0,2.14,0
20230215:0411,0,0,0,-0.15,2.21,0
20230215:0511,0,0,0,-0.16,2.14,0
20230215:0611,0,0,0,-0.1,2.21,0
20230215:0711,0,0,0,0.44,2.41,0
20230215:0811,240.19,283.79,9.32,1.02,2.62,0
20230215:0911,332.19,381.16,16.13,2.44,2.9,0
20230215:1011,547.67,632.93,21.28,4.58,3.03,0
20230215:1111,604.14,708.13,24.3,6.97,3.31,0
20230215:1211,351.23,412.74,24.84,8.72,3.59,0
20230215:1311,511.2,601.55,22.85,9.82,3.79,0
20230215:1411,146.33,184.08,18.55,10.29,3.72,0
20230215:1511,140.06,177.43,12.38,10.18,3.1,0
20230215:1611,4,13.78,4.84,9.15,2.97,0
20230215:1711,0,0,0,7.89,3.17,0
20230215:1811,0,0,0,7.07,3.38,0
20230215:1911,0,0,0,6.67,3.45,0
20230215:2011,0,0,0,6.29,3.66,0
20230215:2111,0,0,0,5.97,3.79,0
20230215:2211,0,0,0,5.63,3.86,0
20230215:2311,0,0,0,5.28,3.86,0
20230216:0011,0,0,0,5.02,3.79,0
20230216:0111,0,0,0,4.8,3.66,0
20230216:0211,0,0,0,4.63,3.66,0
20230216:0311,0,0,0,4.65,3.66,0
20230216:0411,0,0,0,5,3.72,0
20230216:0511,0,0,0,5.39,3.72,0
20230216:0611,0,0,0,5.65,3.72,0
20230216:0711,0,0,0,6.28,4,0
20230216:0811,13.91,28.48,9.62,6.58,3.93,0
